Signature	Driver	SampsMut	SampsNonMut	MeanDriverPos	MeanDriverNeg	MeanDiff	pValTTest	pAdjTTest
CX15	HIST1H3G	10	5200	-0.2766	-0.00758	-0.269	0.0484	0.237329824561404
CX15	FBXO5	14	5196	0.1058	-0.008403	0.1142	0.6758	0.917674849578821
CX15	COPS3	17	5193	0.01588	-0.008175	0.02406	0.8768	0.9802624
CX15	MBD3	16	5194	0.3275	-0.00913	0.3366	0.6175	0.895111195928753
CX15	USO1	15	5195	-0.2917	-0.007277	-0.2844	0.01821	0.118068554913295
CX15	CENPH	13	5197	0.1035	-0.008375	0.1119	0.5786	0.884817142857143
CX15	ORC4	11	5199	0.2721	-0.008689	0.2808	0.4767	0.831534267912773
CX15	DYNLL2	1	5209	-0.4422	-0.008013	-0.4342	1	1
CX15	NDC80	31	5179	-0.1437	-0.007285	-0.1364	0.4608	0.828843740095087
CX15	C17orf70	17	5193	-0.09677	-0.007806	-0.08896	0.5082	0.856534890510949
CX15	ELP6	4	5206	-0.4422	-0.007763	-0.4344	1.565e-200	4.67794736842105e-199
CX15	RAD52	11	5199	0.2139	-0.008566	0.2225	0.4734	0.831534267912773
CX15	HIST1H2BB	15	5195	-0.06033	-0.007945	-0.05238	0.7224	0.928465063001145
CX15	HIST1H3D	15	5195	0.00623	-0.008138	0.01437	0.9242	0.990657334611697
CX15	NUP35	7	5203	-0.07908	-0.008001	-0.07108	0.796	0.959506350914962
CX15	HIST1H2BG	19	5191	-0.3552	-0.006826	-0.3484	0.0008559	0.009568962
CX15	POLD3	13	5197	-0.1195	-0.007818	-0.1117	0.6455	0.906728822055138
CX15	HIST3H2A	7	5203	-0.167	-0.007882	-0.1591	0.5114	0.856534890510949
CX15	RFC3	7	5203	-0.3387	-0.007651	-0.331	0.01839	0.118161034482759
CX15	TK1	8	5202	-0.2394	-0.00774	-0.2317	0.1983	0.5911984
CX15	USP1	18	5192	0.2011	-0.008821	0.2099	0.4289	0.815460135135135
CX15	PSMD9	4	5206	-0.2999	-0.007872	-0.292	0.1321	0.471846006389776
CX15	HIST1H3C	19	5191	0.14	-0.008638	0.1486	0.5469	0.865543300423131
CX15	BRD7	42	5168	0.1663	-0.009513	0.1758	0.5489	0.865543300423131
CX15	INO80E	9	5201	-0.1983	-0.007767	-0.1905	0.2733	0.680510913140312
CX15	HIST1H2AD	12	5198	-0.3924	-0.007209	-0.3852	5.456e-06	0.000107014175438596
CX15	TERF2IP	9	5201	-0.09487	-0.007946	-0.08692	0.6694	0.916267970660147
CX15	NHP2	4	5206	-0.1216	-0.008009	-0.1136	0.6022	0.890850793650794
CX15	CCNH	7	5203	-0.2079	-0.007827	-0.2001	0.4266	0.815460135135135
CX15	BORA	15	5195	0.01157	-0.008153	0.01972	0.923	0.990657334611697
CX15	UBE2B	4	5206	0.491	-0.00848	0.4995	0.4271	0.815460135135135
CX15	CENPQ	9	5201	-0.3101	-0.007574	-0.3025	0.05166	0.24682
CX15	PSME2	6	5204	-0.4422	-0.007596	-0.4346	1.539e-200	4.67794736842105e-199
CX15	RAD1	6	5204	-0.04748	-0.008051	-0.03943	0.8949	0.984674656188605
CX15	FZR1	31	5179	0.2662	-0.009738	0.2759	0.4266	0.815460135135135
CX15	MAD2L2	4	5206	0.39	-0.008402	0.3984	0.384	0.7792
CX15	H2AFX	11	5199	-0.3842	-0.007301	-0.3769	5.351e-05	0.000920372
CX15	PSMA6	10	5200	-0.269	-0.007594	-0.2614	0.08161	0.340489402985075
CX15	PSMB3	6	5204	-0.05155	-0.008046	-0.0435	0.8604	0.977297795591182
CX15	HIST1H4K	27	5183	-0.03197	-0.007972	-0.024	0.847	0.972223819301848
CX15	HIST1H4F	6	5204	-0.05631	-0.008041	-0.04827	0.8385	0.968010319917441
CX15	PSME1	3	5207	-0.4422	-0.007846	-0.4344	1.577e-200	4.67794736842105e-199
CX15	CDC7	22	5188	0.262	-0.009242	0.2712	0.2501	0.654828571428571
CX15	RPS27	1	5209	2.725	-0.008621	2.734	1	1
CX15	PPIE	11	5199	-0.2554	-0.007573	-0.2478	0.09126	0.365694193548387
CX15	HAUS2	3	5207	-0.4422	-0.007846	-0.4344	1.577e-200	4.67794736842105e-199
CX15	PSMB10	5	5205	-0.2598	-0.007854	-0.2519	0.2398	0.642716267942584
CX15	AURKB	10	5200	0.09436	-0.008293	0.1027	0.7486	0.942494144144144
CX15	POLR2K	1	5209	-0.4422	-0.008013	-0.4342	1	1
CX15	CUL4A	20	5190	-0.05794	-0.007904	-0.05004	0.7099	0.924985564610012
CX15	CSNK2A2	8	5202	1.219	-0.009983	1.229	0.3312	0.733895049504951
CX15	APEX1	8	5202	-0.01261	-0.008089	-0.004521	0.9841	1
CX15	CCDC101	11	5199	0.08017	-0.008283	0.08845	0.707	0.924985564610012
CX15	DHFR	1	5209	-0.4422	-0.008013	-0.4342	1	1
CX15	E2F3	12	5198	-0.2549	-0.007526	-0.2474	0.06578	0.289535590551181
CX15	CENPK	7	5203	-0.4422	-0.007512	-0.4347	1.527e-200	4.67794736842105e-199
CX15	BIRC5	5	5205	0.1291	-0.008228	0.1373	0.7149	0.925863898500577
CX15	PSMA1	13	5197	0.139	-0.008464	0.1475	0.5265	0.856807860262009
CX15	MZT1	6	5204	0.03772	-0.008149	0.04587	0.87	0.977297795591182
CX15	TYMS	10	5200	-0.2083	-0.007711	-0.2006	0.1301	0.467690675241158
CX15	HIST1H3A	7	5203	0.7073	-0.009059	0.7164	0.5561	0.872478431372549
CX15	ESCO2	17	5193	-0.04048	-0.00799	-0.03249	0.8816	0.984644155844156
CX15	HIST1H2AJ	11	5199	-0.4422	-0.007178	-0.435	1.478e-200	4.67794736842105e-199
CX15	POLR2F	9	5201	0.2509	-0.008544	0.2594	0.4395	0.816714759535655
CX15	GINS1	5	5205	0.3991	-0.008487	0.4076	0.6534	0.908583582089552
CX15	RCC2	17	5193	0.1084	-0.008478	0.1169	0.5984	0.890850793650794
CX15	UBB	11	5199	-0.2784	-0.007524	-0.2709	0.04951	0.240661652173913
CX15	RAB1B	10	5200	0.07698	-0.00826	0.08524	0.7306	0.932432420091324
CX15	PSMD7	6	5204	-0.1974	-0.007878	-0.1895	0.2803	0.691503703703704
CX15	CCNB2	8	5202	0.1219	-0.008296	0.1302	0.768	0.95085591160221
CX15	DCTN3	1	5209	-0.4422	-0.008013	-0.4342	1	1
CX15	H2AFB1	2	5208	-0.4422	-0.00793	-0.4343	1.59e-200	4.67794736842105e-199
CX15	DDB2	14	5196	-0.2034	-0.00757	-0.1958	0.2096	0.608720822622108
CX15	UFD1L	5	5205	0.8568	-0.008927	0.8657	0.1889	0.577277929155313
CX15	PSME3	11	5199	-0.3179	-0.007441	-0.3105	0.03191	0.1783769
CX15	CENPW	3	5207	-0.2357	-0.007965	-0.2277	0.3852	0.7792
CX15	RBX1	5	5205	-0.2018	-0.00791	-0.1939	0.2608	0.66569497716895
CX15	ORC6	6	5204	-0.3309	-0.007724	-0.3232	0.03339	0.18242487804878
CX15	TIPIN	6	5204	0.5409	-0.008729	0.5496	0.3184	0.720589473684211
CX15	CNEP1R1	1	5209	0.1811	-0.008133	0.1892	1	1
CX15	ADPRHL2	10	5200	-0.04101	-0.008033	-0.03298	0.8955	0.984674656188605
CX15	C1orf86	8	5202	-0.0008438	-0.008107	0.007263	0.9815	1
CX15	AURKA	13	5197	-0.2684	-0.007445	-0.261	0.0156	0.105065060240964
CX15	TERF2	12	5198	-0.2513	-0.007535	-0.2438	0.1646	0.536509620991254
CX15	POLR2I	7	5203	-0.4422	-0.007512	-0.4347	1.527e-200	4.67794736842105e-199
CX15	SUV420H2	13	5197	-0.1887	-0.007644	-0.1811	0.1623	0.532115542521994
CX15	SAP30	4	5206	0.3014	-0.008334	0.3097	0.523	0.856534890510949
CX15	SAP18	6	5204	-0.4422	-0.007596	-0.4346	1.539e-200	4.67794736842105e-199
CX15	DYNLL1	7	5203	-0.3592	-0.007624	-0.3516	0.005188	0.0436104060150376
CX15	MND1	10	5200	-0.1905	-0.007745	-0.1828	0.2155	0.613050890585242
CX15	XRCC3	6	5204	-0.2961	-0.007764	-0.2883	0.02719	0.160638947368421
CX15	PPP4C	11	5199	0.003547	-0.008121	0.01167	0.9518	0.997712839737582
CX15	UBE2I	5	5205	-0.2114	-0.007901	-0.2035	0.2317	0.633351100244499
CX15	B9D2	5	5205	0.334	-0.008425	0.3424	0.6134	0.894983050847458
CX15	MIS12	6	5204	0.1107	-0.008233	0.1189	0.6801	0.917674849578821
CX15	SKA2	2	5208	-0.4422	-0.00793	-0.4343	1.59e-200	4.67794736842105e-199
CX15	SAP30L	6	5204	-0.04391	-0.008055	-0.03586	0.9318	0.992092409867173
CX15	ANAPC16	2	5208	-0.1088	-0.008058	-0.1007	0.8133	0.964230540827148
CX15	PSMA2	3	5207	-0.2593	-0.007952	-0.2513	0.303	0.708375933609959
CX15	UBE2E1	3	5207	0.06877	-0.008141	0.07691	0.8942	0.984674656188605
CX15	HIST1H4L	14	5196	0.3934	-0.009178	0.4026	0.4331	0.816535919055649
CX15	CDK2	6	5204	0.2411	-0.008384	0.2495	0.5897	0.889910040160643
CX15	POLR2J	4	5206	-0.4422	-0.007763	-0.4344	1.565e-200	4.67794736842105e-199
CX15	RNF4	4	5206	-0.4422	-0.007763	-0.4344	1.565e-200	4.67794736842105e-199
CX15	MPG	11	5199	-0.1709	-0.007752	-0.1631	0.476	0.831534267912773
CX15	ARPP19	5	5205	-0.1583	-0.007952	-0.1503	0.6249	0.895111195928753
CX15	RPS27A	4	5206	-0.1356	-0.007998	-0.1276	0.7055	0.924985564610012
CX15	UBE2N	6	5204	0.342	-0.0085	0.3505	0.4053	0.7963539543058
CX15	ENY2	4	5206	-0.4422	-0.007763	-0.4344	1.565e-200	4.67794736842105e-199
CX15	PSMB7	7	5203	-0.3157	-0.007682	-0.308	0.05087	0.244088669527897
CX15	POLE3	2	5208	-0.4422	-0.00793	-0.4343	1.59e-200	4.67794736842105e-199
CX15	GTF2H5	3	5207	0.266	-0.008254	0.2743	0.7359	0.934246992054483
CX15	PCBP4	10	5200	-0.1219	-0.007877	-0.114	0.6271	0.895111195928753
CX15	RAB1A	6	5204	-0.3189	-0.007738	-0.3112	0.05275	0.249891949152542
CX15	CDC26	2	5208	-0.4422	-0.00793	-0.4343	1.59e-200	4.67794736842105e-199
CX15	SPC24	3	5207	0.291	-0.008269	0.2993	0.7228	0.928465063001145
CX15	ANAPC10	4	5206	-0.3409	-0.00784	-0.3331	0.0448	0.22870502283105
CX15	SLX1B	2	5208	-0.4422	-0.00793	-0.4343	1.59e-200	4.67794736842105e-199
CX15	SYCE3	1	5209	-0.4422	-0.008013	-0.4342	1	1
CX15	POLR2L	4	5206	-0.3561	-0.007829	-0.3483	0.02562	0.152357234042553
CX15	CENPO	8	5202	-0.2173	-0.007774	-0.2095	0.1658	0.53702774566474
CX15	LIN52	0	5210	0	-0.008096	0.008096	1	1
CX15	STRA13	1	5209	-0.4422	-0.008013	-0.4342	1	1
CX15	SLX1A	2	5208	-0.4422	-0.00793	-0.4343	1.59e-200	4.67794736842105e-199
CX15	NSL1	11	5199	0.1794	-0.008493	0.1879	0.5124	0.856534890510949
CX15	SHFM1	4	5206	0.001425	-0.008104	0.009529	0.9842	1
CX15	COPRS	3	5207	-0.4422	-0.007846	-0.4344	1.577e-200	4.67794736842105e-199
CX15	CDKN1C	0	5210	0	-0.008096	0.008096	1	1
CX15	BRCA1_noRescue	132	5078	0.3947	-0.01857	0.4133	0.02985	0.17114
CX15	BRCA1_rescued	7	5203	0.09028	-0.008229	0.09851	0.7853	0.958268335146899
CX16	EGFR	379	4831	-0.02358	-0.00822	-0.01536	0.6533	0.857395774647887
CX16	FGFR2	85	5125	-0.009291	-0.009338	4.7e-05	0.9993	1
CX16	PIK3CA	957	4253	0.01807	-0.0155	0.03357	0.3215	0.64844
CX16	IDH1	307	4903	-0.1303	-0.001767	-0.1285	4.228e-11	7.3857875e-10
CX16	MSH3	77	5133	-0.0004068	-0.009472	0.009065	0.8614	0.956350744786495
CX16	KRAS	491	4719	-0.03581	-0.006584	-0.02923	0.2061	0.509778318584071
CX16	BRAF	319	4891	-0.02132	-0.008556	-0.01276	0.5798	0.825753375796178
CX16	CUL1	275	4935	0.05221	-0.01277	0.06498	0.1862	0.482996751740139
CX16	ERBB2	322	4888	0.03132	-0.01202	0.04334	0.4891	0.778937037037037
CX16	CTNNB1	197	5013	-0.02495	-0.008724	-0.01623	0.6879	0.872953688989784
CX16	PIK3CG	92	5118	-0.07255	-0.008201	-0.06435	0.1023	0.319473184357542
CX16	CHD4	214	4996	0.005992	-0.009994	0.01599	0.6648	0.862549250288351
CX16	SETBP1	120	5090	-0.04057	-0.008601	-0.03197	0.3454	0.678659402460457
CX16	SOS1	113	5097	0.05253	-0.01071	0.06324	0.2346	0.558048510638298
CX16	FGFR3	106	5104	-0.01845	-0.009148	-0.009302	0.8339	0.944919554204661
CX16	HRAS	58	5152	-0.0982	-0.008337	-0.08986	0.08368	0.28010251497006
CX16	CACNA1A	192	5018	-0.02904	-0.008584	-0.02046	0.5158	0.796652209944751
CX16	SF1	61	5149	0.04642	-0.009998	0.05642	0.5424	0.806387234042553
CX16	NFE2L2	190	5020	-4.505e-05	-0.009689	0.009644	0.7918	0.931941263157895
CX16	SMARCA4	264	4946	0.002685	-0.009979	0.01266	0.6781	0.868169020501139
CX16	ERBB3	142	5068	0.0822	-0.0119	0.0941	0.07911	0.268829726443769
CX16	WT1	64	5146	-0.02219	-0.009178	-0.01301	0.8219	0.941202661207779
CX16	MAP2K1	67	5143	0.06345	-0.01029	0.07374	0.2897	0.626469245647969
CX16	ERCC2	131	5079	0.01856	-0.01006	0.02862	0.4977	0.784481626928471
CX16	MACF1	221	4989	0.03291	-0.01121	0.04412	0.2059	0.509778318584071
CX16	MTOR	142	5068	0.06558	-0.01144	0.07702	0.1088	0.333255890410959
CX16	SF3B1	158	5052	-0.01756	-0.009081	-0.008479	0.8077	0.935760207253886
CX16	PTPN11	90	5120	-0.0005683	-0.009492	0.008924	0.8342	0.944919554204661
CX16	KIT	97	5113	-0.03822	-0.00879	-0.02943	0.429	0.740157407407407
CX16	EEF1A1	71	5139	0.06432	-0.01036	0.07468	0.3793	0.709126086956522
CX16	MAPK1	109	5101	-0.05336	-0.008397	-0.04496	0.19	0.484381776765376
CX16	NRAS	198	5012	0.163	-0.01615	0.1792	0.3901	0.716178723404255
CX16	H3F3A	218	4992	0.004664	-0.009949	0.01461	0.6798	0.868169020501139
CX16	RQCD1	51	5159	0.1107	-0.01052	0.1212	0.1046	0.324841111111111
CX16	AKT1	117	5093	0.00195	-0.009597	0.01155	0.7777	0.922261081654295
CX16	GRIN2D	63	5147	-0.03172	-0.009064	-0.02266	0.6274	0.845639036144578
CX16	FOXA1	105	5105	0.03255	-0.0102	0.04275	0.3855	0.71515041322314
CX16	PIK3R2	107	5103	0.09649	-0.01156	0.108	0.02752	0.116103245283019
CX16	PLXNB2	121	5089	0.04705	-0.01068	0.05773	0.2798	0.613365490196078
CX16	KLF5	97	5113	0.3424	-0.01601	0.3584	0.3992	0.720208387096774
CX16	SOX17	37	5173	0.03326	-0.009642	0.0429	0.5762	0.824829193341869
CX16	PPP2R1A	166	5044	0.04599	-0.01116	0.05715	0.2183	0.530445021645022
CX16	PMS1	124	5086	0.1662	-0.01362	0.1798	0.003659	0.0232429659090909
CX16	GTF2I	36	5174	-0.09644	-0.008732	-0.08771	0.02376	0.101776551724138
CX16	RHOA	49	5161	-0.08784	-0.008592	-0.07925	0.05562	0.209370909090909
CX16	CCND1	333	4877	0.005307	-0.01034	0.01565	0.7235	0.894894690265487
CX16	RAC1	235	4975	0.009906	-0.01025	0.02016	0.4852	0.778269153515065
CX16	SPOP	195	5015	0.01377	-0.01024	0.02401	0.511	0.794573018080668
CX16	GNA11	53	5157	-0.03244	-0.0091	-0.02334	0.7199	0.894275777777778
CX16	EIF1AX	86	5124	0.007751	-0.009624	0.01738	0.7227	0.894894690265487
CX16	IDH2	76	5134	0.05538	-0.0103	0.06568	0.2876	0.624560388349515
CX16	PCBP1	128	5082	0.09552	-0.01198	0.1075	0.2515	0.57618237704918
CX16	CDK4	193	5017	-0.03079	-0.008512	-0.02228	0.4631	0.763636873156342
CX16	UNCX	22	5188	0.2492	-0.01043	0.2596	0.1533	0.426341791044776
CX16	MYC	258	4952	0.06152	-0.01303	0.07455	0.2414	0.564613389121339
CX16	GNAQ	53	5157	-0.09127	-0.008496	-0.08277	0.01695	0.0777101639344262
CX16	U2AF1	92	5118	0.16	-0.01238	0.1724	0.1379	0.397351030927835
CX16	TP53	2031	3179	-0.02002	-0.002513	-0.01751	0.4468	0.749294311377245
CX16	ANAPC4	26	5184	-0.06674	-0.00905	-0.05769	0.3973	0.718740129449838
CX16	PIK3R1	113	5097	-0.1202	-0.00688	-0.1133	5.05e-05	0.000482555555555556
CX16	RB1	226	4984	0.009817	-0.01021	0.02003	0.7729	0.922261081654295
CX16	NF1	228	4982	-0.03254	-0.008276	-0.02426	0.5919	0.8281585
CX16	HMG20B	7	5203	-0.1406	-0.009161	-0.1314	0.0499	0.190403412969283
CX16	TUBA4A	19	5191	-0.09803	-0.009013	-0.08902	0.09003	0.296039823529412
CX16	USP9X	105	5105	0.005204	-0.009637	0.01484	0.8894	0.967265758754864
CX16	PTEN	448	4762	-0.08234	-0.00247	-0.07987	0.0002221	0.00197069682539683
CX16	UBC	28	5182	-0.008276	-0.009343	0.001067	0.9877	1
CX16	CENPF	105	5105	-0.1102	-0.007263	-0.1029	2.836e-05	0.00027812701754386
CX16	KDM7A	37	5173	-0.05933	-0.00898	-0.05035	0.3933	0.717156097560976
CX16	PSME4	62	5148	-0.05279	-0.008814	-0.04398	0.2819	0.615555078125
CX16	KMT2C	368	4842	0.04771	-0.01367	0.06138	0.3773	0.708943529411765
CX16	ATRX	287	4923	-0.07512	-0.005503	-0.06962	0.008828	0.045273871559633
CX16	CDKN2C	12	5198	-0.1794	-0.008945	-0.1705	3.475e-10	5.88643939393939e-09
CX16	ATR	122	5088	-0.01434	-0.009218	-0.005122	0.8883	0.967265758754864
CX16	MCM7	44	5166	-0.07869	-0.008747	-0.06994	0.2361	0.559473728813559
CX16	RTEL1	37	5173	0.1416	-0.01042	0.152	0.384	0.71515041322314
CX16	MTA2	30	5180	0.08178	-0.009865	0.09164	0.662	0.862549250288351
CX16	NEDD1	25	5185	0.1872	-0.01029	0.1975	0.4473	0.749294311377245
CX16	CDK12	83	5127	0.002228	-0.009525	0.01175	0.8889	0.967265758754864
CX16	STAG1	66	5144	-0.01313	-0.009289	-0.003841	0.9693	0.99127970749543
CX16	FGFR1OP	10	5200	0.5252	-0.01037	0.5356	0.4074	0.726432535885167
CX16	HIST1H3E	12	5198	0.5039	-0.01052	0.5144	0.3373	0.668619503546099
CX16	DYNC1H1	134	5076	-0.06336	-0.007911	-0.05545	0.1239	0.366455555555556
CX16	PLK1	26	5184	-0.0556	-0.009106	-0.04649	0.3576	0.689883103448276
CX16	NME7	21	5189	-0.008218	-0.009342	0.001124	0.9903	1
CX16	ALK	95	5115	0.01537	-0.009797	0.02517	0.7661	0.918006216505895
CX16	ARID1B	116	5094	-0.05894	-0.008208	-0.05073	0.1064	0.328605524861878
CX16	ATM	189	5021	-0.06206	-0.007353	-0.05471	0.04483	0.172827379310345
CX16	EP400	115	5095	-0.05831	-0.008232	-0.05008	0.1884	0.484209655172414
CX16	CASC5	78	5132	-0.06512	-0.00849	-0.05663	0.1139	0.342293833780161
CX16	NEIL1	10	5200	-0.1417	-0.009083	-0.1326	0.005409	0.03149615625
CX16	KAT2B	31	5179	-0.08492	-0.008885	-0.07603	0.1881	0.484209655172414
CX16	PRDM9	191	5019	-0.05622	-0.007553	-0.04867	0.05669	0.211971304347826
CX16	WRN	56	5154	-0.05818	-0.008807	-0.04937	0.3126	0.643622099447514
CX16	POLA1	41	5169	-0.09586	-0.008651	-0.08721	0.0735	0.25362037037037
CX16	KMT2D	400	4810	-0.009242	-0.009346	0.000104	0.9982	1
CX16	NEK9	25	5185	0.01095	-0.009435	0.02038	0.8753	0.963504724409449
CX16	CEP152	49	5161	-0.07784	-0.008687	-0.06915	0.1675	0.456448661800487
CX16	COPS2	23	5187	0.0237	-0.009484	0.03318	0.661	0.86230805134189
CX16	CTDNEP1	8	5202	-0.1817	-0.009073	-0.1726	1.161e-10	1.99692e-09
CX16	GPS1	16	5194	0.4489	-0.01075	0.4596	0.2144	0.52450590809628
CX16	LIN37	10	5200	-0.1273	-0.009111	-0.1182	0.0151	0.0703408333333333
CX16	CUL3	66	5144	-0.02619	-0.009121	-0.01707	0.7512	0.912065367965368
CX16	POLQ	124	5086	-0.06068	-0.008086	-0.05259	0.1313	0.38029378238342
CX16	YEATS2	58	5152	0.145	-0.01107	0.1561	0.2576	0.58417200811359
CX16	TEX15	124	5086	-0.03376	-0.008742	-0.02502	0.5277	0.797286863270778
CX16	SMARCA2	89	5121	-0.09116	-0.007916	-0.08324	0.04399	0.171154930555556
CX16	ELP4	27	5183	-0.06832	-0.00903	-0.05929	0.1723	0.46413125
CX16	TBX3	51	5159	-0.03215	-0.009112	-0.02304	0.7281	0.897728114663726
CX16	NCOR2	97	5113	-0.008793	-0.009348	0.000555	0.9922	1
CX16	MNAT1	8	5202	-0.1941	-0.009053	-0.185	7.223e-47	1.58712156862745e-45
CX16	BLM	38	5172	0.1313	-0.01037	0.1417	0.2473	0.571242561983471
CX16	SETD1A	66	5144	0.05358	-0.01014	0.06372	0.6115	0.837814950980392
CX16	CREBBP	153	5057	-0.05136	-0.008066	-0.04329	0.5642	0.820254356306892
CX16	TOP2A	45	5165	-0.081	-0.008713	-0.07229	0.0783	0.266888414634146
CX16	NEK2	15	5195	0.0828	-0.009604	0.0924	0.5234	0.797286863270778
CX16	TAF5L	21	5189	-0.1561	-0.008744	-0.1474	2.326e-06	2.76645531914894e-05
CX16	E2F1	17	5193	0.2878	-0.01031	0.2981	0.4619	0.762783161004431
CX16	SMARCB1	23	5187	-5.673e-05	-0.009379	0.009322	0.9359	0.982287804878049
CX16	CDC25A	18	5192	-0.1083	-0.008994	-0.09931	0.09429	0.304671156069364
CX16	IL7R	67	5143	0.02524	-0.009788	0.03503	0.5039	0.789019887955182
CX16	NIPBL	128	5082	-0.08811	-0.007354	-0.08076	0.02884	0.120310149253731
CX16	MAP3K1	85	5125	-0.0713	-0.00831	-0.06299	0.1776	0.469401418439716
CX16	KMT2E	73	5137	-0.07049	-0.008469	-0.06202	0.1485	0.41819395465995
CX16	RHEB	13	5197	0.002887	-0.009368	0.01225	0.9482	0.982701296296296
CX16	PRKDC	166	5044	-0.0285	-0.008707	-0.01979	0.5516	0.810954007884363
CX16	TLR4	107	5103	-0.06825	-0.008102	-0.06015	0.0583	0.215113531353135
CX16	SET	14	5196	-0.102	-0.009088	-0.09291	0.2843	0.619585575048733
CX16	JAK2	35	5175	-0.09438	-0.008762	-0.08562	0.1136	0.342293833780161
CX16	KEAP1	120	5090	-0.05366	-0.008293	-0.04537	0.1554	0.431109677419355
CX16	DOT1L	52	5158	0.05233	-0.009959	0.06229	0.3556	0.689883103448276
CX16	PADI4	31	5179	0.05965	-0.009751	0.0694	0.7534	0.912065367965368
CX16	ALMS1	160	5050	-0.06988	-0.00742	-0.06246	0.02302	0.0998833333333333
CX16	CKAP5	51	5159	-0.06233	-0.008814	-0.05352	0.2459	0.569184679089027
CX16	POLR2G	11	5199	0.04247	-0.009447	0.05192	0.552	0.810954007884363
CX16	MORF4L1	18	5192	-0.08255	-0.009084	-0.07347	0.281	0.61479060665362
CX16	PRKCB	70	5140	0.007547	-0.009568	0.01711	0.7919	0.931941263157895
CX16	CEP192	83	5127	0.005044	-0.00957	0.01461	0.7766	0.922261081654295
CX16	CARM1	15	5195	-0.01669	-0.009316	-0.007374	0.9643	0.989071009174312
CX16	TUBA3E	16	5194	-0.1308	-0.008964	-0.1218	0.000414	0.00339969927007299
CX16	TUBA3D	28	5182	-0.04079	-0.009168	-0.03162	0.6347	0.848797368421053
CX16	FBXL7	70	5140	-0.05204	-0.008756	-0.04328	0.2645	0.591422
CX16	NUP43	19	5191	-0.02171	-0.009292	-0.01242	0.8736	0.963504724409449
CX16	AKAP9	160	5050	-0.07559	-0.007239	-0.06835	0.01416	0.0667969620253165
CX16	ODF2	33	5177	-0.09785	-0.008773	-0.08908	0.0177	0.0801157894736842
CX16	NFKB2	24	5186	-0.1479	-0.008697	-0.1392	1.323e-06	1.60773260869565e-05
CX16	SYCP3	10	5200	-0.07248	-0.009216	-0.06326	0.5734	0.824829193341869
CX16	H3F3C	14	5196	0.4326	-0.01053	0.4431	0.1107	0.336311413043478
CX16	TIMELESS	48	5162	-0.1194	-0.008314	-0.1111	0.000263	0.00224453435114504
CX16	TP53BP1	82	5128	-0.08809	-0.008078	-0.08001	0.01817	0.08125624
CX16	ZWILCH	14	5196	-0.002091	-0.009357	0.007266	0.941	0.982701296296296
CX16	PALB2	39	5171	-0.1112	-0.008569	-0.1026	0.02669	0.113028106060606
CX16	FTO	26	5184	0.1258	-0.01002	0.1358	0.2999	0.6358625
CX16	ATXN7L3	15	5195	0.04266	-0.009488	0.05215	0.646	0.855720379146919
CX16	BRIP1	56	5154	-0.02859	-0.009128	-0.01946	0.6931	0.877977401129943
CX16	NINL	63	5147	-0.07081	-0.008585	-0.06222	0.09598	0.308349540229885
CX16	RRM2	14	5196	-0.0289	-0.009285	-0.01962	0.8631	0.9572875
CX16	DBF4	26	5184	0.008969	-0.009429	0.0184	0.8462	0.952945820745217
CX16	MORF4L2	17	5193	0.1398	-0.009826	0.1496	0.2098	0.517784547461369
CX16	CDK1	9	5201	0.05516	-0.009449	0.06461	0.6055	0.834846855733662
CX16	POLE	87	5123	0.0271	-0.009956	0.03706	0.6629	0.862549250288351
CX16	SETD3	16	5194	-0.09068	-0.009087	-0.08159	0.09828	0.310924011299435
CX16	USP7	47	5163	-0.08493	-0.008649	-0.07628	0.08419	0.280968417910448
CX16	MSL1	13	5197	-0.0955	-0.009122	-0.08638	0.3106	0.64130295202952
CX16	KIF2B	111	5099	0.006396	-0.00968	0.01608	0.6942	0.877977401129943
CX16	STK11	64	5146	-0.07711	-0.008495	-0.06861	0.03935	0.156559786476868
CX16	NUF2	21	5189	-0.06521	-0.009112	-0.0561	0.4422	0.747188235294118
CX16	MEAF6	7	5203	0.07483	-0.009451	0.08428	0.5907	0.8281585
CX16	ARID2	150	5060	-0.06334	-0.007737	-0.0556	0.1733	0.46462685851319
CX16	ELF3	59	5151	-0.05808	-0.008779	-0.0493	0.2311	0.552311111111111
CX16	ASXL1	71	5139	0.001547	-0.009488	0.01104	0.8543	0.9551074
CX16	HJURP	34	5176	0.1563	-0.01043	0.1667	0.4122	0.731491428571429
CX16	CCNA2	17	5193	0.01855	-0.009429	0.02798	0.8034	0.935760207253886
CX16	FAT1	231	4979	-0.1121	-0.004571	-0.1075	5.121e-06	5.725278e-05
CX16	HGF	96	5114	-0.005656	-0.009407	0.003751	0.9171	0.975593155893536
CX16	RAB2A	10	5200	-0.09249	-0.009178	-0.08331	0.2395	0.562523109243698
CX16	STAG2	96	5114	-0.07103	-0.00818	-0.06285	0.05873	0.215987302631579
CX16	AMER1	96	5114	0.02495	-0.009981	0.03493	0.773	0.922261081654295
CX16	OPTN	16	5194	1.092	-0.01273	1.105	0.3646	0.693236054421769
CX16	ERCC6	29	5181	0.2952	-0.01104	0.3062	0.4327	0.740546788990826
CX16	ZWINT	29	5181	0.01066	-0.00945	0.02011	0.8288	0.944919554204661
CX16	CTNND1	46	5164	-0.125	-0.008307	-0.1167	0.0004047	0.00335151555555556
